REQUESTSOURCE,MOBILEOS,ZIPCODE,LATITUDE,LONGITUDE,NCNAME,CT10,GEOID10,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center,Hour,Weekday,Month,DayPartition
Mobile App,iOS,90017,34.05540859,-118.2708201,WESTLAKE SOUTH NC,208902,6037208902,694,1981050.577,5658.695014,6479166,1843036,7,1,2,2
Mobile App,iOS,90017,34.05565049,-118.2712537,WESTLAKE SOUTH NC,208902,6037208902,694,1981050.577,5658.695014,6479166,1843036,5,2,2,2
Call,,90057,34.05649732,-118.2736751,WESTLAKE SOUTH NC,208902,6037208902,694,1981050.577,5658.695014,6479166,1843036,15,3,7,3
Self Service,,90057,34.05660548,-118.2733708,WESTLAKE SOUTH NC,208902,6037208902,694,1981050.577,5658.695014,6479166,1843036,9,1,7,2
Call,,90057,34.05648523,-118.2729291,WESTLAKE SOUTH NC,208902,6037208902,694,1981050.577,5658.695014,6479166,1843036,8,2,7,2
Call,,90057,34.05808485,-118.2722334,WESTLAKE SOUTH NC,208902,6037208902,694,1981050.577,5658.695014,6479166,1843036,11,3,10,3
Mobile App,iOS,90066,34.00630575,-118.4251021,MAR VISTA CC,272301,6037272301,842,6501724.469,12731.18333,6433693,1824476,11,6,9,3
Mobile App,iOS,90066,34.0010649,-118.4189861,MAR VISTA CC,272301,6037272301,842,6501724.469,12731.18333,6433693,1824476,12,2,10,3
Mobile App,Android,90043,34.00002555,-118.3225328,PARK MESA HEIGHTS CC,234501,6037234501,663,8092378.41,12751.34602,6463327,1821629,8,5,5,2
Call,,90043,34.00002555,-118.3225328,PARK MESA HEIGHTS CC,234501,6037234501,663,8092378.41,12751.34602,6463327,1821629,11,3,2,3
Call,,90043,33.9998958,-118.3173649,EMPOWERMENT CONGRESS CENTRAL AREA NDC,234501,6037234501,663,8092378.41,12751.34602,6463327,1821629,15,4,9,3
Call,,90043,33.9998958,-118.3173649,EMPOWERMENT CONGRESS CENTRAL AREA NDC,234501,6037234501,663,8092378.41,12751.34602,6463327,1821629,9,2,6,2
Self Service,,90043,33.9998958,-118.3173649,EMPOWERMENT CONGRESS CENTRAL AREA NDC,234501,6037234501,663,8092378.41,12751.34602,6463327,1821629,14,2,7,3
Call,,90043,33.9998958,-118.3173649,EMPOWERMENT CONGRESS CENTRAL AREA NDC,234501,6037234501,663,8092378.41,12751.34602,6463327,1821629,10,5,9,2
Self Service,,90005,34.05621098,-118.3018874,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,15,6,9,3
Call,,90006,34.05566209,-118.3032378,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,16,5,3,3
Call,,90006,34.05566868,-118.3018835,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,14,3,3,3
Call,,90006,34.05567862,-118.3007591,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,15,3,3,3
Mobile App,iOS,90005,34.05769664,-118.299843,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,21,7,10,4
Self Service,,90005,34.05608297,-118.2999702,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,10,6,10,2
Mobile App,Android,90006,34.05457984,-118.3004341,WILSHIRE CENTER - KOREATOWN NC,212420,6037212420,982,1544109.364,4956.62922,6470198,1842931,12,7,7,3
Mobile App,iOS,91356,34.17397469,-118.5358452,TARZANA NC,139303,6037139303,573,4472728.062,9039.500401,6400362,1886963,7,4,3,2
Mobile App,iOS,91356,34.17397469,-118.5358452,TARZANA NC,139303,6037139303,573,4472728.062,9039.500401,6400362,1886963,16,2,4,3
Mobile App,iOS,91356,34.17397469,-118.5358452,TARZANA NC,139303,6037139303,573,4472728.062,9039.500401,6400362,1886963,17,7,5,3
Mobile App,iOS,91356,34.17397469,-118.5358452,TARZANA NC,139303,6037139303,573,4472728.062,9039.500401,6400362,1886963,15,5,5,3
Mobile App,iOS,91356,34.17397469,-118.5358452,TARZANA NC,139303,6037139303,573,4472728.062,9039.500401,6400362,1886963,20,3,6,4
Mobile App,iOS,91356,34.17246915,-118.5312286,TARZANA NC,139303,6037139303,573,4472728.062,9039.500401,6400362,1886963,20,5,8,4
Call,,90001,33.96946759,-118.2598862,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),239502,6037239502,1067,5499624.159,10820.88855,6481909,1811325,9,4,5,2
Call,,90001,33.96946541,-118.26015,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),239502,6037239502,1067,5499624.159,10820.88855,6481909,1811325,9,3,10,2
Self Service,,90003,33.96933179,-118.2651909,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),239502,6037239502,1067,5499624.159,10820.88855,6481909,1811325,18,2,6,4
Call,,90001,33.97015588,-118.2600204,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),239502,6037239502,1067,5499624.159,10820.88855,6481909,1811325,14,3,7,3
Call,,90001,33.97015419,-118.2598885,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),239502,6037239502,1067,5499624.159,10820.88855,6481909,1811325,9,5,9,2
Mobile App,Android,91304,34.20828267,-118.5975602,CANOGA PARK NC,134522,6037134522,302,6622638.705,10276.04113,6379732,1897412,15,1,10,3
Mobile App,Android,91303,34.20672393,-118.6030466,CANOGA PARK NC,134522,6037134522,302,6622638.705,10276.04113,6379732,1897412,12,2,7,3
Call,,91303,34.20118782,-118.6007201,CANOGA PARK NC,134522,6037134522,302,6622638.705,10276.04113,6379732,1897412,14,1,8,3
Self Service,,90019,34.0449026,-118.3119298,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",221304,6037221304,1163,2446087.84,6306.611589,6466349,1839039,15,4,5,3
Call,,90029,34.08371894,-118.2903626,EAST HOLLYWOOD NC,191420,6037191420,1427,2445268.432,6614.973533,6474431,1853485,15,3,5,3
Call,,90029,34.08451137,-118.2873647,EAST HOLLYWOOD NC,191420,6037191420,1427,2445268.432,6614.973533,6474431,1853485,12,2,3,3
Call,,90029,34.08433515,-118.2891246,EAST HOLLYWOOD NC,191420,6037191420,1427,2445268.432,6614.973533,6474431,1853485,15,1,7,3
Call,,90029,34.08654047,-118.2909953,EAST HOLLYWOOD NC,191420,6037191420,1427,2445268.432,6614.973533,6474431,1853485,15,2,8,3
Self Service,,90006,34.05471589,-118.2842754,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,15,3,5,3
Self Service,,90006,34.05268419,-118.2855434,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,18,2,10,4
Mobile App,Android,90006,34.05501156,-118.2842782,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,8,1,3,2
Self Service,,90006,34.05471589,-118.2842754,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,8,3,3,2
Self Service,,90006,34.05471589,-118.2842754,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,11,4,3,3
Mobile App,Android,90006,34.05501156,-118.2842782,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,8,1,3,2
Call,,90006,34.05263933,-118.2857082,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,10,4,6,2
Mobile App,iOS,90006,34.0525739,-118.2849993,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,17,7,7,3
Self Service,,90006,34.05467081,-118.2892623,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,11,1,8,3
Self Service,,90006,34.05263933,-118.2857082,MACARTHUR PARK NC,213401,6037213401,989,2110768.921,6327.274225,6474459,1842052,9,3,10,2
Mobile App,iOS,90023,34.02499743,-118.2128055,BOYLE HEIGHTS NC,205110,6037205110,1239,3088819.047,9229.48185,6496732,1831370,17,2,1,3
Mobile App,iOS,90035,34.05463514,-118.3895754,SOUTH ROBERTSON NC,269100,6037269100,1127,9033708.269,12462.68297,6442071,1841930,22,2,1,4
Call,,90035,34.05507144,-118.389695,SOUTH ROBERTSON NC,269100,6037269100,1127,9033708.269,12462.68297,6442071,1841930,8,4,1,2
Mobile App,Android,90019,34.05574168,-118.3303119,OLYMPIC PARK NC,212800,6037212800,985,8409446.824,11737.63073,6461524,1841422,8,3,1,2
Mobile App,iOS,90019,34.05574168,-118.3303119,OLYMPIC PARK NC,212800,6037212800,985,8409446.824,11737.63073,6461524,1841422,8,3,1,2
Mobile App,iOS,90019,34.04817577,-118.3267971,OLYMPIC PARK NC,212800,6037212800,985,8409446.824,11737.63073,6461524,1841422,16,3,3,3
Mobile App,iOS,90042,34.10851637,-118.2008104,HISTORIC HIGHLAND PARK NC,183810,6037183810,1674,4896685.687,10289.06611,6501775,1861513,19,3,5,4
Mobile App,iOS,90042,34.1082455,-118.1960512,HISTORIC HIGHLAND PARK NC,183810,6037183810,1674,4896685.687,10289.06611,6501775,1861513,21,1,10,4
Mobile App,Android,90066,34.02516794,-118.4309739,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,16,2,5,3
Mobile App,iOS,90066,34.0233734,-118.4362515,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,7,2,10,2
Mobile App,iOS,90066,34.01641594,-118.4294611,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,8,5,6,2
Mobile App,iOS,90066,34.01799227,-118.4290029,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,8,5,6,2
Mobile App,iOS,90066,34.01799227,-118.4290029,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,8,5,6,2
Mobile App,iOS,90066,34.01641594,-118.4294611,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,16,6,6,3
Mobile App,iOS,90066,34.01641594,-118.4294611,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,13,1,7,3
Mobile App,iOS,90066,34.01799227,-118.4290029,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,8,5,7,2
Mobile App,iOS,90066,34.01799227,-118.4290029,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,10,6,10,2
Mobile App,iOS,90066,34.01641594,-118.4294611,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,13,1,7,3
Mobile App,iOS,90064,34.02343873,-118.4367887,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,10,1,10,2
Mobile App,iOS,90066,34.01641594,-118.4294611,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,22,2,8,4
Mobile App,iOS,90064,34.02343873,-118.4367887,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,9,5,10,2
Mobile App,iOS,90066,34.01663279,-118.4287765,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,20,2,9,4
Mobile App,iOS,90066,34.02241709,-118.431137,MAR VISTA CC,271600,6037271600,803,9726533.138,12555.02631,6431044,1830382,8,7,9,2
Self Service,,90042,34.12338649,-118.1736101,HISTORIC HIGHLAND PARK NC,183104,6037183104,1690,7260103.373,16260.75789,6509423,1866653,10,2,2,2
Mobile App,iOS,90042,34.12131638,-118.1686024,HISTORIC HIGHLAND PARK NC,183104,6037183104,1690,7260103.373,16260.75789,6509423,1866653,10,5,6,2
Mobile App,iOS,90042,34.12188096,-118.1680023,HISTORIC HIGHLAND PARK NC,183104,6037183104,1690,7260103.373,16260.75789,6509423,1866653,22,7,7,4
Mobile App,iOS,90042,34.12188096,-118.1680023,HISTORIC HIGHLAND PARK NC,183104,6037183104,1690,7260103.373,16260.75789,6509423,1866653,19,4,9,4
Self Service,,90008,34.01188493,-118.3542268,EMPOWERMENT CONGRESS WEST AREA NDC,236400,6037236400,1042,14429101.33,19388.95996,6455208,1825006,19,2,2,4
Self Service,,91344,34.2791733,-118.5184821,GRANADA HILLS NORTH NC,106643,6037106643,374,46632223.21,32838.87683,6403991,1928129,11,3,2,3
Mobile App,iOS,90034,34.02138269,-118.4093753,PALMS NC,271802,6037271802,840,6215142.218,10114.63196,6436675,1829878,16,4,9,3
Email,,90034,34.01882931,-118.4071108,PALMS NC,271802,6037271802,840,6215142.218,10114.63196,6436675,1829878,10,1,10,2
Call,,90035,34.05940416,-118.3823616,SOUTH ROBERTSON NC,216402,6037216402,1170,2469654.558,6401.202013,6446440,1844855,16,1,9,3
Self Service,,91331,34.26751409,-118.4094041,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,11,2,9,3
Mobile App,iOS,91331,34.2679613,-118.4098873,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,14,5,3,3
Self Service,,91331,34.26259749,-118.4052588,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,21,1,10,4
Call,,91331,34.25445352,-118.4091344,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,15,5,7,3
Self Service,,91331,34.26259749,-118.4052588,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,8,2,5,2
Mobile App,iOS,91331,34.26751409,-118.4094041,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,12,3,8,3
Self Service,,91331,34.26259749,-118.4052588,PACOIMA NC,104704,6037104704,1374,17895164.09,16971.99675,6438129,1918174,14,5,9,3
Call,,91602,34.15763875,-118.3691256,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,8,2,10,2
Council's Office,,91602,34.15683112,-118.3695789,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,17,4,10,3
Self Service,,91602,34.15383775,-118.3662645,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,18,5,7,4
Mobile App,iOS,91601,34.15841692,-118.3701597,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,19,7,7,4
Self Service,,91601,34.15872717,-118.3701209,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,12,4,8,3
Self Service,,91601,34.15872717,-118.3701209,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,14,4,8,3
Self Service,,91602,34.15779696,-118.3693005,MID-TOWN NORTH HOLLYWOOD NC,125502,6037125502,1545,5627741.629,9622.607036,6451077,1879583,11,5,10,3
Mobile App,iOS,90006,34.04109744,-118.2942522,PICO UNION NC,221220,6037221220,701,7097758.19,10529.25302,6471989,1838372,14,5,5,3
Self Service,,90006,34.04412175,-118.2934668,PICO UNION NC,221220,6037221220,701,7097758.19,10529.25302,6471989,1838372,11,2,3,3
Self Service,,90006,34.04723781,-118.2947813,PICO UNION NC,221220,6037221220,701,7097758.19,10529.25302,6471989,1838372,16,5,5,3
Mobile App,iOS,90006,34.04658052,-118.2978179,PICO UNION NC,221220,6037221220,701,7097758.19,10529.25302,6471989,1838372,13,6,10,3
Call,,90006,34.04151732,-118.2945614,PICO UNION NC,221220,6037221220,701,7097758.19,10529.25302,6471989,1838372,10,4,8,2
Self Service,,90032,34.07970144,-118.1763561,LA-32 NC,201504,6037201504,1725,3964702.872,9633.746301,6509041,1851843,17,2,2,3
Mobile App,iOS,90032,34.07939453,-118.1763516,LA-32 NC,201504,6037201504,1725,3964702.872,9633.746301,6509041,1851843,9,5,6,2
Self Service,,91367,34.19045068,-118.5621548,RESEDA NC,133000,6037133000,398,10787218.86,14158.01074,6393012,1893936,18,5,9,4
Call,,91335,34.19969301,-118.5611254,RESEDA NC,133000,6037133000,398,10787218.86,14158.01074,6393012,1893936,7,5,2,2
Mobile App,iOS,91605,34.20128377,-118.3942236,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,15,5,9,3
Self Service,,91605,34.20207508,-118.3925507,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,11,3,5,3
Self Service,,91605,34.20118665,-118.3878224,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,18,2,6,4
Mobile App,iOS,91605,34.20207508,-118.3925507,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,11,7,10,3
Self Service,,91605,34.20206933,-118.3935237,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,15,1,7,3
Self Service,,91605,34.20131983,-118.3945441,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,11,4,7,3
Self Service,,91605,34.20120986,-118.3920745,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,10,2,8,2
Council's Office,,91605,34.20102167,-118.3916089,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,14,3,8,3
Mobile App,iOS,91605,34.20583738,-118.3909475,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,12,4,10,3
Mobile App,iOS,91605,34.20254982,-118.3880215,NORTH HOLLYWOOD NORTHEAST NC,122410,6037122410,1379,7609550.202,11117.46244,6443149,1897029,18,4,9,4
Mobile App,iOS,91304,34.21125775,-118.6237728,WEST HILLS NC,134302,6037134302,409,14066050.05,15260.78085,6374071,1900940,19,6,5,4
Mobile App,iOS,91304,34.21937782,-118.623497,WEST HILLS NC,134302,6037134302,409,14066050.05,15260.78085,6374071,1900940,20,2,6,4
Mobile App,Android,91304,34.21843543,-118.6223294,WEST HILLS NC,134302,6037134302,409,14066050.05,15260.78085,6374071,1900940,20,1,7,4
Mobile App,iOS,91304,34.21125775,-118.6237728,WEST HILLS NC,134302,6037134302,409,14066050.05,15260.78085,6374071,1900940,12,5,8,3
Self Service,,91304,34.20939849,-118.6236476,WEST HILLS NC,134302,6037134302,409,14066050.05,15260.78085,6374071,1900940,9,4,9,2
Call,,90011,33.99912963,-118.2594369,ZAPATA KING NC,229200,6037229200,1034,4797268.253,8927.114608,6482608,1821856,16,4,2,3
Self Service,,90005,34.06140418,-118.334922,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,12,3,3,3
Call,,90036,34.06340104,-118.3430937,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,8,2,3,2
Mobile App,iOS,90036,34.06578751,-118.3428303,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,13,6,6,3
Call,,90036,34.06310088,-118.343856,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,12,3,10,3
Mobile App,iOS,90036,34.06530942,-118.3438579,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,18,3,10,4
Mobile App,iOS,90036,34.06565341,-118.3428355,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,19,6,6,4
Mobile App,iOS,90036,34.06364854,-118.3438558,GREATER WILSHIRE NC,211000,6037211000,1521,28596657.05,25170.33148,6461197,1847217,19,5,10,4
Mobile App,Android,91324,34.22448278,-118.5414371,NORTHRIDGE SOUTH NC,115404,6037115404,363,10260487.5,13012.07457,6398034,1904814,14,5,3,3
Mobile App,iOS,91324,34.22950664,-118.5449829,NORTHRIDGE SOUTH NC,115404,6037115404,363,10260487.5,13012.07457,6398034,1904814,7,5,8,2
Mobile App,iOS,91324,34.22950664,-118.5449829,NORTHRIDGE SOUTH NC,115404,6037115404,363,10260487.5,13012.07457,6398034,1904814,7,5,8,2
Mobile App,iOS,91324,34.22950664,-118.5449829,NORTHRIDGE SOUTH NC,115404,6037115404,363,10260487.5,13012.07457,6398034,1904814,16,7,8,3
Mobile App,iOS,91324,34.22950664,-118.5449829,NORTHRIDGE SOUTH NC,115404,6037115404,363,10260487.5,13012.07457,6398034,1904814,7,5,8,2
Mobile App,iOS,90026,34.07459836,-118.2519334,GREATER ECHO PARK ELYSIAN NC,197300,6037197300,1491,7042089.932,15215.6543,6485345,1852005,12,6,3,3
Mobile App,iOS,90026,34.07807859,-118.2560801,GREATER ECHO PARK ELYSIAN NC,197300,6037197300,1491,7042089.932,15215.6543,6485345,1852005,7,4,10,2
Self Service,,90026,34.07874711,-118.2514209,GREATER ECHO PARK ELYSIAN NC,197300,6037197300,1491,7042089.932,15215.6543,6485345,1852005,12,2,6,3
Mobile App,iOS,90026,34.07459836,-118.2519334,GREATER ECHO PARK ELYSIAN NC,197300,6037197300,1491,7042089.932,15215.6543,6485345,1852005,10,6,10,2
Mobile App,iOS,90026,34.07877446,-118.2513339,GREATER ECHO PARK ELYSIAN NC,197300,6037197300,1491,7042089.932,15215.6543,6485345,1852005,12,1,10,3
Mobile App,iOS,90018,34.04006625,-118.3174026,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",221302,6037221302,705,4974458.966,10183.10339,6467300,1837720,13,7,3,3
Call,,90006,34.04249997,-118.3091696,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",221302,6037221302,705,4974458.966,10183.10339,6467300,1837720,14,1,5,3
Mobile App,Android,90019,34.04183979,-118.3110627,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",221302,6037221302,705,4974458.966,10183.10339,6467300,1837720,13,6,5,3
Mobile App,iOS,90066,33.98129015,-118.4161964,DEL REY NC,275602,6037275602,656,27845505.66,28290.178,6435047,1814247,13,5,3,3
Mobile App,iOS,90066,33.98129015,-118.4161964,DEL REY NC,275602,6037275602,656,27845505.66,28290.178,6435047,1814247,13,1,6,3
Mobile App,iOS,90066,33.98129015,-118.4161964,DEL REY NC,275602,6037275602,656,27845505.66,28290.178,6435047,1814247,12,4,7,3
Mobile App,iOS,90066,33.98147546,-118.414094,DEL REY NC,275602,6037275602,656,27845505.66,28290.178,6435047,1814247,13,2,10,3
Mobile App,iOS,90066,33.98116561,-118.416418,DEL REY NC,275602,6037275602,656,27845505.66,28290.178,6435047,1814247,9,2,8,2
Mobile App,iOS,90066,34.002493,-118.4330217,MAR VISTA CC,272201,6037272201,909,2798671.177,6700.250798,6430083,1822806,12,3,3,3
Mobile App,iOS,90066,33.99978839,-118.4347988,MAR VISTA CC,272201,6037272201,909,2798671.177,6700.250798,6430083,1822806,17,5,6,3
Mobile App,iOS,90066,34.00101355,-118.4375697,MAR VISTA CC,272201,6037272201,909,2798671.177,6700.250798,6430083,1822806,11,3,11,3
Call,,91303,34.19475172,-118.6073807,CANOGA PARK NC,135111,6037135111,424,11252103.66,13541.86527,6377103,1892936,16,2,3,3
Mobile App,iOS,91303,34.19483573,-118.6072561,CANOGA PARK NC,135111,6037135111,424,11252103.66,13541.86527,6377103,1892936,12,2,3,3
Mobile App,Android,91040,34.27220308,-118.3113284,SUNLAND-TUJUNGA NC,103101,6037103101,1652,21846712.08,25422.12759,6468650,1921962,14,1,2,3
Self Service,,91040,34.27127204,-118.3156358,SUNLAND-TUJUNGA NC,103101,6037103101,1652,21846712.08,25422.12759,6468650,1921962,14,5,10,3
Self Service,,91040,34.27295252,-118.3136858,SUNLAND-TUJUNGA NC,103101,6037103101,1652,21846712.08,25422.12759,6468650,1921962,20,2,10,4
Call,,91311,34.25692701,-118.5817916,CHATSWORTH NC,113322,6037113322,503,19228249.25,20121.47542,6388777,1915193,9,4,3,2
Mobile App,iOS,91311,34.25361479,-118.5667359,CHATSWORTH NC,113322,6037113322,503,19228249.25,20121.47542,6388777,1915193,11,4,6,3
Call,,91324,34.25543441,-118.5623627,NORTHRIDGE WEST,113322,6037113322,503,19228249.25,20121.47542,6388777,1915193,11,4,7,3
Mobile App,iOS,91311,34.25174164,-118.5796762,CHATSWORTH NC,113322,6037113322,503,19228249.25,20121.47542,6388777,1915193,11,4,7,3
Mobile App,iOS,91311,34.25351156,-118.5801938,CHATSWORTH NC,113322,6037113322,503,19228249.25,20121.47542,6388777,1915193,21,1,9,4
Mobile App,iOS,90731,33.70685495,-118.2892322,COASTAL SAN PEDRO NC,297601,6037297601,6,7986145.052,20183.84337,6474243,1718161,10,4,3,2
Mobile App,iOS,90042,34.10208847,-118.1827766,ARROYO SECO NC,201302,6037201302,1619,10674402.09,14999.89129,6505997,1858054,11,5,3,3
Mobile App,iOS,90027,34.10560783,-118.2949723,LOS FELIZ NC,189202,6037189202,1454,11117954.39,17404.72151,6472142,1863026,13,2,5,3
Mobile App,Android,91326,34.27494594,-118.5607486,PORTER RANCH NC,108201,6037108201,354,30191135.65,30444.25428,6391233,1927255,10,3,2,2
Call,,90043,33.98896766,-118.3352274,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,12,1,3,3
Call,,90047,33.98728825,-118.3177002,EMPOWERMENT CONGRESS CENTRAL AREA NDC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,12,5,5,3
Call,,90043,33.98798277,-118.3357546,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,9,2,6,2
Call,,90043,33.98803519,-118.3361154,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,19,4,6,4
Call,,90043,33.98798277,-118.3357546,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,10,5,6,2
Self Service,,90047,33.98728825,-118.3177002,EMPOWERMENT CONGRESS CENTRAL AREA NDC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,12,3,6,3
Call,,90043,33.98823421,-118.331654,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,10,2,7,2
Call,,90043,33.98823421,-118.331654,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,8,1,7,2
Call,,90043,33.98905027,-118.323534,PARK MESA HEIGHTS CC,234700,6037234700,848,7987582.957,14837.83941,6462330,1817894,14,2,10,3
Mobile App,Android,91352,34.2094558,-118.3769588,SUN VALLEY AREA NC,122120,6037122120,1575,7747578.515,13365.76222,6449225,1899295,19,3,5,4
Self Service,,91352,34.21376247,-118.3732075,SUN VALLEY AREA NC,122120,6037122120,1575,7747578.515,13365.76222,6449225,1899295,6,5,8,2
Mobile App,Android,91352,34.20923328,-118.3781412,SUN VALLEY AREA NC,122120,6037122120,1575,7747578.515,13365.76222,6449225,1899295,17,1,8,3
Call,,91316,34.15548147,-118.5148407,ENCINO NC,139702,6037139702,416,101139253.9,65655.60509,6408481,1874016,9,3,5,2
Self Service,,91342,34.29113917,-118.4492315,SYLMAR NC,106648,6037106648,371,8534166.311,13655.96631,6423987,1929358,14,4,5,3
